   0.0000000e+00   1.0000000e+02
   1.4264205e-04   1.0053449e+02
   2.8528410e-04   1.0105783e+02
   4.2792614e-04   1.0157026e+02
   5.7056819e-04   1.0207200e+02
   7.1321024e-04   1.0256329e+02
   8.5585229e-04   1.0304433e+02
   9.9849433e-04   1.0351534e+02
   1.1411364e-03   1.0397653e+02
   1.2837784e-03   1.0442811e+02
   1.4264205e-03   1.0487027e+02
   1.5690625e-03   1.0530321e+02
   1.7117046e-03   1.0572713e+02
   1.8543466e-03   1.0614221e+02
   1.9969887e-03   1.0654864e+02
   2.1396307e-03   1.0694659e+02
   2.2822728e-03   1.0733625e+02
   2.4249148e-03   1.0771779e+02
   2.5675569e-03   1.0809137e+02
   2.7101989e-03   1.0845717e+02
   2.8528410e-03   1.0881534e+02
   2.9954830e-03   1.0916604e+02
   3.1381250e-03   1.0950944e+02
   3.2807671e-03   1.0984568e+02
   3.4234091e-03   1.1017491e+02
   3.5660512e-03   1.1049728e+02
   3.7086932e-03   1.1081293e+02
   3.8513353e-03   1.1112200e+02
   3.9939773e-03   1.1142463e+02
   4.1366194e-03   1.1172096e+02
   4.2792614e-03   1.1201111e+02
   4.4219035e-03   1.1229521e+02
   4.5645455e-03   1.1257339e+02
   4.7071876e-03   1.1284578e+02
   4.8498296e-03   1.1311249e+02
   4.9924717e-03   1.1337364e+02
   5.1351137e-03   1.1362935e+02
   5.2777558e-03   1.1387974e+02
   5.4203978e-03   1.1412491e+02
   5.5630399e-03   1.1436497e+02
   5.7056819e-03   1.1460002e+02
   5.8483240e-03   1.1483019e+02
   5.9909660e-03   1.1505555e+02
   6.1336081e-03   1.1527623e+02
   6.2762501e-03   1.1549230e+02
   6.4188921e-03   1.1570388e+02
   6.5615342e-03   1.1591105e+02
   6.7041762e-03   1.1611390e+02
   6.8468183e-03   1.1631253e+02
   6.9894603e-03   1.1650702e+02
   7.1321024e-03   1.1669746e+02
   7.2747444e-03   1.1688394e+02
   7.4173865e-03   1.1706653e+02
   7.5600285e-03   1.1724532e+02
   7.7026706e-03   1.1742039e+02
   7.8453126e-03   1.1759181e+02
   7.9879547e-03   1.1775967e+02
   8.1305967e-03   1.1792403e+02
   8.2732388e-03   1.1808497e+02
   8.4158808e-03   1.1824255e+02
   8.5585229e-03   1.1839686e+02
   8.7011649e-03   1.1854796e+02
   8.8438070e-03   1.1869591e+02
   8.9864490e-03   1.1884078e+02
   9.1290911e-03   1.1898264e+02
   9.2717331e-03   1.1912154e+02
   9.4143751e-03   1.1925755e+02
   9.5570172e-03   1.1939074e+02
   9.6996592e-03   1.1952115e+02
   9.8423013e-03   1.1964885e+02
   9.9849433e-03   1.1977389e+02
   1.0127585e-02   1.1989633e+02
   1.0270227e-02   1.2001623e+02
   1.0412869e-02   1.2013363e+02
   1.0555512e-02   1.2024859e+02
   1.0698154e-02   1.2036115e+02
   1.0840796e-02   1.2047138e+02
   1.0983438e-02   1.2057932e+02
   1.1126080e-02   1.2068501e+02
   1.1268722e-02   1.2078850e+02
   1.1411364e-02   1.2088984e+02
   1.1554006e-02   1.2098908e+02
   1.1696648e-02   1.2108625e+02
   1.1839290e-02   1.2118140e+02
   1.1981932e-02   1.2127457e+02
   1.2124574e-02   1.2136581e+02
   1.2267216e-02   1.2145515e+02
   1.2409858e-02   1.2154264e+02
   1.2552500e-02   1.2162831e+02
   1.2695142e-02   1.2171220e+02
   1.2837784e-02   1.2179434e+02
   1.2980426e-02   1.2187478e+02
   1.3123068e-02   1.2195355e+02
   1.3265710e-02   1.2203069e+02
   1.3408352e-02   1.2210622e+02
   1.3550995e-02   1.2218018e+02
   1.3693637e-02   1.2225261e+02
   1.3836279e-02   1.2232354e+02
   1.3978921e-02   1.2239299e+02
   1.4121563e-02   1.2246100e+02
   1.4264205e-02   1.2252760e+02
   1.4406847e-02   1.2259282e+02
   1.4549489e-02   1.2265668e+02
   1.4692131e-02   1.2271922e+02
   1.4834773e-02   1.2278047e+02
   1.4977415e-02   1.2284044e+02
   1.5120057e-02   1.2289917e+02
   1.5262699e-02   1.2295668e+02
   1.5405341e-02   1.2301300e+02
   1.5547983e-02   1.2306816e+02
   1.5690625e-02   1.2312216e+02
   1.5833267e-02   1.2317506e+02
   1.5975909e-02   1.2322685e+02
   1.6118551e-02   1.2327757e+02
   1.6261193e-02   1.2332724e+02
   1.6403835e-02   1.2337589e+02
   1.6546478e-02   1.2342352e+02
   1.6689120e-02   1.2347017e+02
   1.6831762e-02   1.2351586e+02
   1.6974404e-02   1.2356059e+02
   1.7117046e-02   1.2360441e+02
   1.7259688e-02   1.2364731e+02
   1.7402330e-02   1.2368933e+02
   1.7544972e-02   1.2373048e+02
   1.7687614e-02   1.2377078e+02
   1.7830256e-02   1.2381025e+02
   1.7972898e-02   1.2384890e+02
   1.8115540e-02   1.2388675e+02
   1.8258182e-02   1.2392382e+02
   1.8400824e-02   1.2396012e+02
   1.8543466e-02   1.2399568e+02
   1.8686108e-02   1.2403050e+02
   1.8828750e-02   1.2406460e+02
   1.8971392e-02   1.2409800e+02
   1.9114034e-02   1.2413071e+02
   1.9256676e-02   1.2416274e+02
   1.9399318e-02   1.2419412e+02
   1.9541961e-02   1.2422484e+02
   1.9684603e-02   1.2425494e+02
   1.9827245e-02   1.2428441e+02
   1.9969887e-02   1.2431328e+02
   2.0112529e-02   1.2434155e+02
   2.0255171e-02   1.2436924e+02
   2.0397813e-02   1.2439636e+02
   2.0540455e-02   1.2442292e+02
   2.0683097e-02   1.2444894e+02
   2.0825739e-02   1.2447442e+02
   2.0968381e-02   1.2449937e+02
   2.1111023e-02   1.2452382e+02
   2.1253665e-02   1.2454776e+02
   2.1396307e-02   1.2457121e+02
   2.1538949e-02   1.2459418e+02
   2.1681591e-02   1.2461667e+02
   2.1824233e-02   1.2463871e+02
   2.1966875e-02   1.2466029e+02
   2.2109517e-02   1.2468143e+02
   2.2252159e-02   1.2470214e+02
   2.2394801e-02   1.2472242e+02
   2.2537444e-02   1.2474229e+02
   2.2680086e-02   1.2476175e+02
   2.2822728e-02   1.2478081e+02
   2.2965370e-02   1.2479949e+02
   2.3108012e-02   1.2481778e+02
   2.3250654e-02   1.2483570e+02
   2.3393296e-02   1.2485325e+02
   2.3535938e-02   1.2487044e+02
   2.3678580e-02   1.2488728e+02
   2.3821222e-02   1.2490378e+02
   2.3963864e-02   1.2491994e+02
   2.4106506e-02   1.2493577e+02
   2.4249148e-02   1.2495128e+02
   2.4391790e-02   1.2496648e+02
   2.4534432e-02   1.2498136e+02
   2.4677074e-02   1.2499595e+02
   2.4819716e-02   1.2501023e+02
   2.4962358e-02   1.2502423e+02
   2.5105000e-02   1.2503794e+02
   2.5247642e-02   1.2505137e+02
   2.5390284e-02   1.2506453e+02
   2.5532927e-02   1.2507742e+02
   2.5675569e-02   1.2509006e+02
   2.5818211e-02   1.2510243e+02
