0.000000000000000000e+00 1.000370000000000000e+08 6.686841455732026880e+17 8.333483917905528000e+16
1.000000000000000021e-02 1.156580000000000000e+08 6.686851608016922880e+17 8.334586070882401600e+16
2.000000000000000042e-02 1.219770000000000000e+08 6.687708615173594880e+17 8.791100844205784000e+16
2.999999999999999889e-02 1.245510000000000000e+08 6.688907512153621760e+17 8.976466061743398400e+16
4.000000000000000083e-02 1.256140000000000000e+08 6.690244966685588480e+17 9.052649672821996800e+16
5.000000000000000278e-02 1.260640000000000000e+08 6.691638996594487040e+17 9.084812894498592000e+16
5.999999999999999778e-02 1.262510000000000000e+08 6.693056280718241280e+17 9.099084616818772800e+16
7.000000000000000666e-02 1.263430000000000000e+08 6.694482559578150400e+17 9.105698648197296000e+16
8.000000000000000167e-02 1.263940000000000000e+08 6.695912674697271040e+17 9.109543175887596800e+16
8.999999999999999667e-02 1.264430000000000000e+08 6.697344397078037760e+17 9.112190927692840000e+16
1.000000000000000056e-01 1.264660000000000000e+08 6.698777591959392000e+17 9.114768037751705600e+16
1.100000000000000006e-01 1.264980000000000000e+08 6.700210846271316480e+17 9.116585258204216000e+16
1.199999999999999956e-01 1.265180000000000000e+08 6.701644726865615360e+17 9.118708117499868800e+16
1.300000000000000044e-01 1.265300000000000000e+08 6.703078486714190080e+17 9.120429066978278400e+16
1.400000000000000133e-01 1.265670000000000000e+08 6.704511753313907200e+17 9.121949066036121600e+16
1.499999999999999944e-01 1.266060000000000000e+08 6.705945851255889920e+17 9.124182479386147200e+16
1.600000000000000033e-01 1.266320000000000000e+08 6.707380945739810560e+17 9.126505980113846400e+16
1.700000000000000122e-01 1.266700000000000000e+08 6.708816285918914560e+17 9.128425973747560000e+16
1.799999999999999933e-01 1.266910000000000000e+08 6.710252514828631040e+17 9.130692905470520000e+16
1.900000000000000022e-01 1.267180000000000000e+08 6.711688723689930240e+17 9.132471061481907200e+16
2.000000000000000111e-01 1.267390000000000000e+08 6.713125215163691520e+17 9.134412343658542400e+16
2.099999999999999922e-01 1.267730000000000000e+08 6.714561691391898880e+17 9.136193415732740800e+16
2.200000000000000011e-01 1.267880000000000000e+08 6.715998864867493120e+17 9.138358542349009600e+16
2.300000000000000100e-01 1.268370000000000000e+08 6.717435654214369280e+17 9.139941615270521600e+16
2.399999999999999911e-01 1.268560000000000000e+08 6.718873931603194880e+17 9.142533414394139200e+16
2.500000000000000000e-01 1.269000000000000000e+08 6.720312097315475200e+17 9.144264729302625600e+16
2.600000000000000089e-01 1.269110000000000000e+08 6.721751469141829120e+17 9.146706267933523200e+16
2.700000000000000178e-01 1.269340000000000000e+08 6.723190267365831680e+17 9.148189942234000000e+16
2.800000000000000266e-01 1.269550000000000000e+08 6.724629168518594560e+17 9.150037590151427200e+16
2.899999999999999800e-01 1.269970000000000000e+08 6.726068036237296640e+17 9.151811859092019200e+16
2.999999999999999889e-01 1.270170000000000000e+08 6.727508002193601280e+17 9.154196120692928000e+16
3.099999999999999978e-01 1.270480000000000000e+08 6.728947899648665600e+17 9.155952812779158400e+16
3.200000000000000067e-01 1.270810000000000000e+08 6.730388302978179840e+17 9.158019040154931200e+16
3.300000000000000155e-01 1.270990000000000000e+08 6.731829349920788480e+17 9.160160146477804800e+16
3.400000000000000244e-01 1.271340000000000000e+08 6.733270216517788160e+17 9.161857894669964800e+16
3.500000000000000333e-01 1.271490000000000000e+08 6.734711802282595840e+17 9.164040306252316800e+16
3.599999999999999867e-01 1.271750000000000000e+08 6.736153045414007040e+17 9.165651243409912000e+16
3.699999999999999956e-01 1.272050000000000000e+08 6.737594500661378560e+17 9.167560794703958400e+16
3.800000000000000044e-01 1.272290000000000000e+08 6.739036417541341440e+17 9.169605113627337600e+16
3.900000000000000133e-01 1.272500000000000000e+08 6.740478466859409920e+17 9.171472553322432000e+16
4.000000000000000222e-01 1.272790000000000000e+08 6.741920504020454400e+17 9.173262213123473600e+16
4.100000000000000311e-01 1.273470000000000000e+08 6.743362900670242560e+17 9.175252195630780800e+16
4.199999999999999845e-01 1.273490000000000000e+08 6.744807849982589440e+17 9.178424869233328000e+16
4.299999999999999933e-01 1.273690000000000000e+08 6.746251774850113280e+17 9.179672461534339200e+16
4.400000000000000022e-01 1.273970000000000000e+08 6.747695561138891520e+17 9.181396309138198400e+16
4.500000000000000111e-01 1.274110000000000000e+08 6.749139702555860480e+17 9.183386119771700800e+16
4.600000000000000200e-01 1.274420000000000000e+08 6.750583459792128000e+17 9.184977843923088000e+16
4.700000000000000289e-01 1.274670000000000000e+08 6.752027702087980800e+17 9.187037658656728000e+16
4.799999999999999822e-01 1.274970000000000000e+08 6.753472146681213440e+17 9.188945652939795200e+16
4.899999999999999911e-01 1.275320000000000000e+08 6.754917065458007040e+17 9.191000461057872000e+16
5.000000000000000000e-01 1.275640000000000000e+08 6.756362664696454400e+17 9.193167055244851200e+16
5.100000000000000089e-01 1.275880000000000000e+08 6.757808825202364160e+17 9.195270244678696000e+16
5.200000000000000178e-01 1.276120000000000000e+08 6.759255157655514880e+17 9.197164267857300800e+16
5.300000000000000266e-01 1.276370000000000000e+08 6.760701622033941760e+17 9.199036931137673600e+16
5.400000000000000355e-01 1.276590000000000000e+08 6.762148279822735360e+17 9.200942902644444800e+16
5.500000000000000444e-01 1.276880000000000000e+08 6.763594924663027200e+17 9.202737876093881600e+16
5.600000000000000533e-01 1.277080000000000000e+08 6.765041990572454400e+17 9.204766793189862400e+16
5.700000000000000622e-01 1.277400000000000000e+08 6.766488990545431040e+17 9.206533711525558400e+16
5.799999999999999600e-01 1.277660000000000000e+08 6.767936551930617600e+17 9.208638723739011200e+16
5.899999999999999689e-01 1.278010000000000000e+08 6.769384359098137600e+17 9.210574293093140800e+16
5.999999999999999778e-01 1.278390000000000000e+08 6.770832848507319040e+17 9.212745444575907200e+16
6.099999999999999867e-01 1.278390000000000000e+08 6.772282206697054720e+17 9.215018000750083200e+16
6.199999999999999956e-01 1.278770000000000000e+08 6.773730434720061440e+17 9.216214094719532800e+16
6.300000000000000044e-01 1.279040000000000000e+08 6.775179541766694400e+17 9.218491846900283200e+16
6.400000000000000133e-01 1.279410000000000000e+08 6.776628951586408960e+17 9.220460062727208000e+16
6.500000000000000222e-01 1.279720000000000000e+08 6.778079199575901440e+17 9.222717264442342400e+16
6.600000000000000311e-01 1.280100000000000000e+08 6.779529948141811200e+17 9.224793528482728000e+16
6.700000000000000400e-01 1.280010000000000000e+08 6.780981571666888960e+17 9.227072229275571200e+16
6.800000000000000488e-01 1.280460000000000000e+08 6.782431507259443200e+17 9.227970477990169600e+16
6.900000000000000577e-01 1.280960000000000000e+08 6.783882745819221760e+17 9.230478886420905600e+16
7.000000000000000666e-01 1.281170000000000000e+08 6.785335520615710720e+17 9.233114663118617600e+16
7.099999999999999645e-01 1.281360000000000000e+08 6.786788214328980480e+17 9.234880527476934400e+16
7.199999999999999734e-01 1.281540000000000000e+08 6.788240812304645120e+17 9.236638391302369600e+16
7.299999999999999822e-01 1.281890000000000000e+08 6.789693214172386560e+17 9.238342030665728000e+16
7.399999999999999911e-01 1.282130000000000000e+08 6.791146311215279360e+17 9.240525877169993600e+16
7.500000000000000000e-01 1.282450000000000000e+08 6.792599551130027520e+17 9.242412867223899200e+16
7.600000000000000089e-01 1.282760000000000000e+08 6.794053321198446080e+17 9.244508801792336000e+16
7.700000000000000178e-01 1.282800000000000000e+08 6.795507584953436160e+17 9.246585738913372800e+16
7.800000000000000266e-01 1.283190000000000000e+08 6.796960923250461440e+17 9.247898292712536000e+16
7.900000000000000355e-01 1.283610000000000000e+08 6.798415194566488320e+17 9.250211516764252800e+16
8.000000000000000444e-01 1.283810000000000000e+08 6.799870559481245440e+17 9.252612464435708800e+16
8.100000000000000533e-01 1.283890000000000000e+08 6.801325809127591680e+17 9.254363127308916800e+16
8.200000000000000622e-01 1.284340000000000000e+08 6.802780305134632960e+17 9.255769528996952000e+16
8.300000000000000711e-01 1.284710000000000000e+08 6.804236097274071040e+17 9.258279933513286400e+16
8.399999999999999689e-01 1.284770000000000000e+08 6.805692716285235200e+17 9.260538994749820800e+16
8.499999999999999778e-01 1.285140000000000000e+08 6.807148468713684480e+17 9.261886219301404800e+16
8.599999999999999867e-01 1.285330000000000000e+08 6.808605071925355520e+17 9.264158120707110400e+16
8.699999999999999956e-01 1.285620000000000000e+08 6.810061514015168000e+17 9.265885608426465600e+16
8.800000000000000044e-01 1.285890000000000000e+08 6.811518319776734720e+17 9.267895788555648000e+16
